join_key,mid,excel_count,svg_count,example_excel_sids,example_svg_ids,excel_names,svg_names
10391|gradacac,10391,0,34,,120391; 120405; 120421,,Gradacac; Gradacac; Gradacac
1039821|baljivac,1039821,1,0,1039821:5,,Baljivac,
1039821|baonine,1039821,1,0,1039821:6,,Baonine,
1039821|belenici,1039821,1,0,1039821:7,,Belenići,
1039821|bobovista,1039821,1,0,1039821:8,,Bobovišta,
1039821|cavas,1039821,1,0,1039821:11,,Čavaš,
1039821|cerovac,1039821,1,0,1039821:9,,Cerovac,
1039821|cicrina,1039821,1,0,1039821:10,,Cicrina,
1039821|copice,1039821,1,0,1039821:12,,Čopice,
1039821|cvaljina,1039821,1,0,1039821:13,,Čvaljina,
1039821|diklici,1039821,1,0,1039821:14,,Diklići,
1039821|dvrsnica,1039821,1,0,1039821:15,,Dvrsnica,
1039821|glavska,1039821,1,0,1039821:16,,Glavska,
1039821|gola glavica,1039821,1,0,1039821:17,,Gola Glavica,
1039821|golubinac,1039821,1,0,1039821:18,,Golubinac,
1039821|gorogase,1039821,1,0,1039821:19,,Gorogaše,
1039821|grebci,1039821,1,0,1039821:20,,Grebci,
1039821|grmljani,1039821,1,0,1039821:21,,Grmljani,
1039821|ivanica,1039821,1,0,1039821:22,,Ivanica,
1039821|kala ur evici,1039821,1,0,1039821:23,,Kalađurđevići,
1039821|kijev do,1039821,1,0,1039821:24,,Kijev Do,
1039821|klikovici,1039821,1,0,1039821:25,,Klikovići,
1039821|kotezi,1039821,1,0,1039821:26,,Kotezi,
1039821|krajkovici,1039821,1,0,1039821:27,,Krajkovići,
1039821|kutina,1039821,1,0,1039821:28,,Kutina,
1039821|lusnica,1039821,1,0,1039821:29,,Lušnica,
1039821|mrnjici,1039821,1,0,1039821:30,,Mrnjići,
1039821|naseljeno mjesto,1039821,1,0,1039821:4,,Naseljeno mjesto,
1039821|nenovici,1039821,1,0,1039821:31,,Nenovići,
1039821|nevada,1039821,1,0,1039821:32,,Nevada,
1039821|orah,1039821,1,0,1039821:33,,Orah,
1039821|orahov do,1039821,1,0,1039821:34,,Orahov Do,
1039821|orasje popovo,1039821,1,0,1039821:35,,Orašje Popovo,
1039821|poljice cicevo,1039821,1,0,1039821:36,,Poljice Čičevo,
1039821|prosjek,1039821,1,0,1039821:37,,Prosjek,
1039821|rapti bobani,1039821,1,0,1039821:38,,Rapti Bobani,
1039821|ravno,1039821,1,0,1039821:39,,Ravno,
1039821|rupni do,1039821,1,0,1039821:40,,Rupni Do,
1039821|scenica bobani,1039821,1,0,1039821:47,,Šćenica Bobani,
1039821|sedlari,1039821,1,0,1039821:41,,Sedlari,
1039821|slavogostici,1039821,1,0,1039821:42,,Slavogostići,
1039821|slivnica bobani,1039821,1,0,1039821:43,,Slivnica Bobani,
1039821|slivnica povrs,1039821,1,0,1039821:44,,Slivnica Površ,
1039821|sparozici,1039821,1,0,1039821:45,,Sparožići,
1039821|strujici,1039821,1,0,1039821:46,,Strujići,
1039821|trebimlja,1039821,1,0,1039821:48,,Trebimlja,
1039821|trncina,1039821,1,0,1039821:49,,Trnčina,
1039821|uskoplje,1039821,1,0,1039821:50,,Uskoplje,
1039821|velicani,1039821,1,0,1039821:51,,Veličani,
1039821|velja me a,1039821,1,0,1039821:52,,Velja Međa,
1039821|vlaka,1039821,1,0,1039821:53,,Vlaka,
1039821|vukovici,1039821,1,0,1039821:54,,Vukovići,
1039821|zacula,1039821,1,0,1039821:55,,Začula,
1039821|zagradinje,1039821,1,0,1039821:56,,Zagradinje,
1039821|zaplanik,1039821,1,0,1039821:57,,Zaplanik,
1039821|zavala,1039821,1,0,1039821:58,,Zavala,
10405|grude,10405,0,13,,120812; 120839; 120847,,Grude; Grude; Grude
1041595|azapovici,1041595,1,0,1041595:5,,Azapovići,
1041595|badnje,1041595,1,0,1041595:6,,Badnje,
1041595|behrici,1041595,1,0,1041595:7,,Behrići,
1041595|bilalovac,1041595,1,0,1041595:8,,Bilalovac,
1041595|bliznice,1041595,1,0,1041595:9,,Bliznice,
1041595|boljkovici,1041595,1,0,1041595:10,,Boljkovići,
1041595|borina,1041595,1,0,1041595:11,,Borina,
1041595|brizje,1041595,1,0,1041595:12,,Brizje,
1041595|brnjaci,1041595,1,0,1041595:13,,Brnjaci,
1041595|bukovica,1041595,1,0,1041595:14,,Bukovica,
1041595|buzuci,1041595,1,0,1041595:15,,Buzuci,
1041595|calikovac,1041595,1,0,1041595:16,,Čalikovac,
1041595|cizma,1041595,1,0,1041595:17,,Čizma,
1041595|cubren,1041595,1,0,1041595:18,,Čubren,
1041595|datici,1041595,1,0,1041595:19,,Datići,
1041595|demici,1041595,1,0,1041595:20,,Demići,
1041595|devetaci,1041595,1,0,1041595:21,,Devetaci,
1041595|doci,1041595,1,0,1041595:22,,Doci,
1041595|donji palez,1041595,1,0,1041595:23,,Donji Palež,
1041595|drazevici,1041595,1,0,1041595:24,,Draževići,
1041595|dubrave,1041595,1,0,1041595:25,,Dubrave,
1041595|dugo polje,1041595,1,0,1041595:26,,Dugo Polje,
1041595|duhri,1041595,1,0,1041595:27,,Duhri,
1041595|duke,1041595,1,0,1041595:28,,Duke,
1041595|gaj,1041595,1,0,1041595:29,,Gaj,
1041595|gojakovac,1041595,1,0,1041595:30,,Gojakovac,
1041595|gomionica,1041595,1,0,1041595:31,,Gomionica,
1041595|gornji palez,1041595,1,0,1041595:32,,Gornji Palež,
1041595|gradac,1041595,1,0,1041595:33,,Gradac,
1041595|grahovci,1041595,1,0,1041595:34,,Grahovci,
1041595|gromiljak,1041595,1,0,1041595:35,,Gromiljak,
1041595|gunjace,1041595,1,0,1041595:36,,Gunjače,
1041595|hadrovci,1041595,1,0,1041595:37,,Hadrovci,
1041595|han ploca,1041595,1,0,1041595:38,,Han Ploča,
1041595|hercezi,1041595,1,0,1041595:39,,Hercezi,
1041595|homolj,1041595,1,0,1041595:40,,Homolj,
1041595|hrastovi,1041595,1,0,1041595:41,,Hrastovi,
1041595|ivica,1041595,1,0,1041595:42,,Ivica,
1041595|jehovac,1041595,1,0,1041595:43,,Jehovac,
1041595|katuniste,1041595,1,0,1041595:44,,Katunište,
1041595|kazagici,1041595,1,0,1041595:45,,Kazagići,
1041595|kiseljak,1041595,1,0,1041595:46,,Kiseljak,
1041595|kotacala,1041595,1,0,1041595:47,,Kotačala,
1041595|kovaci,1041595,1,0,1041595:48,,Kovači,
1041595|krcevine,1041595,1,0,1041595:49,,Krčevine,
1041595|krizici,1041595,1,0,1041595:50,,Križići,
1041595|kulijes,1041595,1,0,1041595:51,,Kuliješ,
1041595|lug,1041595,1,0,1041595:52,,Lug,
1041595|ljetovik,1041595,1,0,1041595:53,,Ljetovik,
1041595|mahala gomionica,1041595,1,0,1041595:54,,Mahala Gomionica,
1041595|mahala visnjica,1041595,1,0,1041595:55,,Mahala Višnjica,
1041595|male sotnice,1041595,1,0,1041595:56,,Male Sotnice,
1041595|markovici,1041595,1,0,1041595:57,,Markovići,
1041595|maslinovici,1041595,1,0,1041595:58,,Maslinovići,
1041595|medovci,1041595,1,0,1041595:59,,Medovci,
1041595|medovici,1041595,1,0,1041595:60,,Medovići,
1041595|mirosevici,1041595,1,0,1041595:61,,Miroševići,
1041595|mrakovi,1041595,1,0,1041595:62,,Mrakovi,
1041595|naseljeno mjesto,1041595,1,0,1041595:4,,Naseljeno mjesto,
1041595|odrace,1041595,1,0,1041595:63,,Odrače,
1041595|paretak,1041595,1,0,1041595:64,,Paretak,
1041595|parizevici,1041595,1,0,1041595:65,,Pariževići,
1041595|pobr e milodraz,1041595,1,0,1041595:66,,Pobrđe Milodraž,
1041595|pobr e orahovo,1041595,1,0,1041595:67,,Pobrđe Orahovo,
1041595|podastinje,1041595,1,0,1041595:68,,Podastinje,
1041595|podastinjsko brdo,1041595,1,0,1041595:69,,Podastinjsko Brdo,
1041595|polje visnjica,1041595,1,0,1041595:70,,Polje Višnjica,
1041595|potkraj,1041595,1,0,1041595:71,,Potkraj,
1041595|radanovici,1041595,1,0,1041595:72,,Radanovići,
1041595|radeljevici,1041595,1,0,1041595:73,,Radeljevići,
1041595|rausevac,1041595,1,0,1041595:74,,Rauševac,
1041595|rotilj,1041595,1,0,1041595:75,,Rotilj,
1041595|sahinovici,1041595,1,0,1041595:79,,Šahinovići,
1041595|solakovici,1041595,1,0,1041595:76,,Solakovići,
1041595|stojkovici,1041595,1,0,1041595:77,,Stojkovići,
1041595|svinjarevo,1041595,1,0,1041595:78,,Svinjarevo,
1041595|toplica,1041595,1,0,1041595:80,,Toplica,
1041595|tulica,1041595,1,0,1041595:81,,Tulica,
1041595|velike sotnice,1041595,1,0,1041595:82,,Velike Sotnice,
1041595|visnjica,1041595,1,0,1041595:83,,Višnjica,
1041595|zabr e,1041595,1,0,1041595:84,,Zabrđe,
1041595|zavrsje,1041595,1,0,1041595:85,,Završje,
1041595|zezelovo,1041595,1,0,1041595:86,,Žeželovo,
10421|jablanica,10421,0,33,,121231; 121240; 121258,,Jablanica; Jablanica; Jablanica
10448|kakanj,10448,0,106,,122238; 122246; 122254,,Kakanj; Kakanj; Kakanj
1045979|adzici,1045979,1,0,1045979:5,,Adžići,
1045979|berek,1045979,1,0,1045979:6,,Berek,
1045979|bistrica,1045979,1,0,1045979:7,,Bistrica,
1045979|bok jankovac,1045979,1,0,1045979:8,,Bok Jankovac,
1045979|brestovcina,1045979,1,0,1045979:9,,Brestovčina,
1045979|bukovac,1045979,1,0,1045979:10,,Bukovac,
1045979|catrnja,1045979,1,0,1045979:13,,Čatrnja,
1045979|celinovac,1045979,1,0,1045979:14,,Čelinovac,
1045979|cerovljani,1045979,1,0,1045979:11,,Cerovljani,
1045979|cikule,1045979,1,0,1045979:15,,Čikule,
1045979|cimiroti,1045979,1,0,1045979:12,,Cimiroti,
1045979|donja dolina,1045979,1,0,1045979:16,,Donja Dolina,
1045979|donja jurkovica,1045979,1,0,1045979:17,,Donja Jurkovica,
1045979|donji karajzovci,1045979,1,0,1045979:18,,Donji Karajzovci,
1045979|donji podgradci,1045979,1,0,1045979:19,,Donji Podgradci,
1045979|dragelji,1045979,1,0,1045979:20,,Dragelji,
1045979|dubrave,1045979,1,0,1045979:21,,Dubrave,
1045979|elezagici,1045979,1,0,1045979:22,,Elezagići,
1045979|gasnica,1045979,1,0,1045979:23,,Gašnica,
1045979|gornja dolina,1045979,1,0,1045979:24,,Gornja Dolina,
1045979|gornja jurkovica,1045979,1,0,1045979:25,,Gornja Jurkovica,
1045979|gornja lipovaca,1045979,1,0,1045979:26,,Gornja Lipovača,
1045979|gornji karajzovci,1045979,1,0,1045979:27,,Gornji Karajzovci,
1045979|gornji podgradci,1045979,1,0,1045979:28,,Gornji Podgradci,
1045979|gradiska,1045979,1,0,1045979:29,,Gradiška,
1045979|grbavci,1045979,1,0,1045979:30,,Grbavci,
1045979|greda,1045979,1,0,1045979:31,,Greda,
1045979|jablanica,1045979,1,0,1045979:32,,Jablanica,
1045979|jazovac,1045979,1,0,1045979:33,,Jazovac,
1045979|kijevci,1045979,1,0,1045979:34,,Kijevci,
1045979|kocicevo,1045979,1,0,1045979:35,,Kočićevo,
1045979|kozara,1045979,1,0,1045979:36,,Kozara,
1045979|kozinci,1045979,1,0,1045979:37,,Kozinci,
1045979|krajisnik,1045979,1,0,1045979:38,,Krajišnik,
1045979|kruskik,1045979,1,0,1045979:39,,Kruškik,
1045979|laminci brezici,1045979,1,0,1045979:40,,Laminci Brezici,
1045979|laminci dubrave,1045979,1,0,1045979:41,,Laminci Dubrave,
1045979|laminci jaruzani,1045979,1,0,1045979:42,,Laminci Jaružani,
1045979|laminci sre ani,1045979,1,0,1045979:43,,Laminci Sređani,
1045979|liskovac,1045979,1,0,1045979:44,,Liskovac,
1045979|luzani,1045979,1,0,1045979:45,,Lužani,
1045979|mackovac,1045979,1,0,1045979:46,,Mačkovac,
1045979|masici,1045979,1,0,1045979:47,,Mašići,
1045979|micije,1045979,1,0,1045979:48,,Mičije,
1045979|milosevo brdo,1045979,1,0,1045979:49,,Miloševo Brdo,
1045979|miljevici,1045979,1,0,1045979:50,,Miljevići,
1045979|mokrice,1045979,1,0,1045979:51,,Mokrice,
1045979|naseljeno mjesto,1045979,1,0,1045979:4,,Naseljeno mjesto,
1045979|nova topola,1045979,1,0,1045979:52,,Nova Topola,
1045979|novo selo,1045979,1,0,1045979:53,,Novo Selo,
1045979|orahova,1045979,1,0,1045979:54,,Orahova,
1045979|orubica,1045979,1,0,1045979:55,,Orubica,
1045979|petrovo selo,1045979,1,0,1045979:56,,Petrovo Selo,
1045979|rogolji,1045979,1,0,1045979:57,,Rogolji,
1045979|romanovci,1045979,1,0,1045979:58,,Romanovci,
1045979|rovine,1045979,1,0,1045979:59,,Rovine,
1045979|samardzije,1045979,1,0,1045979:60,,Samardžije,
1045979|saskinovci,1045979,1,0,1045979:64,,Šaškinovci,
1045979|seferovci,1045979,1,0,1045979:61,,Seferovci,
1045979|sovjak,1045979,1,0,1045979:62,,Sovjak,
1045979|srednja jurkovica,1045979,1,0,1045979:63,,Srednja Jurkovica,
1045979|trebovljani,1045979,1,0,1045979:65,,Trebovljani,
1045979|trnovac,1045979,1,0,1045979:66,,Trnovac,
1045979|troselji,1045979,1,0,1045979:67,,Trošelji,
1045979|turjak,1045979,1,0,1045979:68,,Turjak,
1045979|vakuf,1045979,1,0,1045979:69,,Vakuf,
1045979|vilusi,1045979,1,0,1045979:70,,Vilusi,
1045979|vrbaska,1045979,1,0,1045979:71,,Vrbaška,
1045979|zeravica,1045979,1,0,1045979:72,,Žeravica,
10472|kiseljak,10472,0,82,,124605; 124613; 124621,,Kiseljak; Kiseljak; Kiseljak
10499|kladanj,10499,0,51,,125512; 125539; 125547,,Kladanj; Kladanj; Kladanj
10529|konjic,10529,0,168,,124150; 124176; 124303,,Konjic; Konjic; Konjic
1054124|brnjici,1054124,1,0,1054124:5,,Brnjići,
1054124|bunar,1054124,1,0,1054124:6,,Bunar,
1054124|davidovici,1054124,1,0,1054124:7,,Davidovići,
1054124|dobretici,1054124,1,0,1054124:8,,Dobretići,
1054124|donji orasac,1054124,1,0,1054124:9,,Donji Orašac,
1054124|gornji orasac,1054124,1,0,1054124:10,,Gornji Orašac,
1054124|kricici jejici,1054124,1,0,1054124:11,,Kričići-Jejići,
1054124|melina,1054124,1,0,1054124:12,,Melina,
1054124|mijatovici,1054124,1,0,1054124:13,,Mijatovići,
1054124|milasevci,1054124,1,0,1054124:14,,Milaševci,
1054124|naseljeno mjesto,1054124,1,0,1054124:4,,Naseljeno mjesto,
1054124|pavlovici,1054124,1,0,1054124:15,,Pavlovići,
1054124|prisika,1054124,1,0,1054124:16,,Prisika,
1054124|slipcevici,1054124,1,0,1054124:17,,Slipčevići,
1054124|vitovlje malo,1054124,1,0,1054124:18,,Vitovlje Malo,
1054124|vukovici,1054124,1,0,1054124:19,,Vukovići,
1054124|zapece,1054124,1,0,1054124:20,,Zapeće,
1054124|zasavica,1054124,1,0,1054124:21,,Zasavica,
1054124|zubovici,1054124,1,0,1054124:22,,Zubovići,
10545|kresevo,10545,0,27,,128767; 128775; 128783,,Kresevo; Kresevo; Kresevo
10570|siroki brijeg,10570,0,34,,129879; 129887; 129895,,Siroki Brijeg; Siroki Brijeg; Siroki Brijeg
1058545|bajramovci,1058545,1,0,1058545:5,,Bajramovci,
1058545|begovo selo,1058545,1,0,1058545:6,,Begovo Selo,
1058545|bili potok,1058545,1,0,1058545:7,,Bili Potok,
1058545|blagaj,1058545,1,0,1058545:8,,Blagaj,
1058545|botun,1058545,1,0,1058545:9,,Botun,
1058545|brda,1058545,1,0,1058545:10,,Brda,
1058545|bucovaca,1058545,1,0,1058545:11,,Bućovača,
1058545|donje ravno,1058545,1,0,1058545:12,,Donje Ravno,
1058545|donje vukovsko,1058545,1,0,1058545:13,,Donje Vukovsko,
1058545|donji malovan,1058545,1,0,1058545:14,,Donji Malovan,
1058545|goravci,1058545,1,0,1058545:15,,Goravci,
1058545|gornje ravno,1058545,1,0,1058545:16,,Gornje Ravno,
1058545|gornje vukovsko,1058545,1,0,1058545:17,,Gornje Vukovsko,
1058545|gornji malovan,1058545,1,0,1058545:18,,Gornji Malovan,
1058545|kudilji,1058545,1,0,1058545:19,,Kudilji,
1058545|kukavice,1058545,1,0,1058545:20,,Kukavice,
1058545|kupres,1058545,1,0,1058545:21,,Kupres,
1058545|kute,1058545,1,0,1058545:22,,Kute,
1058545|mlakva,1058545,1,0,1058545:23,,Mlakva,
1058545|mr anovci,1058545,1,0,1058545:24,,Mrđanovci,
1058545|mr ebare,1058545,1,0,1058545:25,,Mrđebare,
1058545|music,1058545,1,0,1058545:26,,Mušić,
1058545|naseljeno mjesto,1058545,1,0,1058545:4,,Naseljeno mjesto,
1058545|novo selo,1058545,1,0,1058545:27,,Novo Selo,
1058545|odzak,1058545,1,0,1058545:28,,Odžak,
1058545|olovo,1058545,1,0,1058545:29,,Olovo,
1058545|osmanlije,1058545,1,0,1058545:30,,Osmanlije,
1058545|otinovci,1058545,1,0,1058545:31,,Otinovci,
1058545|rasticevo,1058545,1,0,1058545:32,,Rastičevo,
1058545|rilic,1058545,1,0,1058545:33,,Rilić,
1058545|semenovci,1058545,1,0,1058545:36,,Šemenovci,
1058545|strazbenica,1058545,1,0,1058545:34,,Stražbenica,
1058545|suhova,1058545,1,0,1058545:35,,Suhova,
1058545|vrila,1058545,1,0,1058545:37,,Vrila,
1058545|zanaglina,1058545,1,0,1058545:38,,Zanaglina,
1058545|zlosela,1058545,1,0,1058545:39,,Zlosela,
1058545|zvirnjaca,1058545,1,0,1058545:40,,Zvirnjača,
10588|livno,10588,0,59,,130249; 130257; 130265,,Livno; Livno; Livno
1059774|kakmuz,1059774,1,0,1059774:5,,Kakmuž,
1059774|kalu erica,1059774,1,0,1059774:6,,Kaluđerica,
1059774|karanovac,1059774,1,0,1059774:7,,Karanovac,
1059774|krtova,1059774,1,0,1059774:8,,Krtova,
1059774|naseljeno mjesto,1059774,1,0,1059774:4,,Naseljeno mjesto,
1059774|petrovo,1059774,1,0,1059774:9,,Petrovo,
1059774|porjecina,1059774,1,0,1059774:10,,Porječina,
1059774|sockovac,1059774,1,0,1059774:11,,Sočkovac,
10600|lukavac,10600,0,44,,131334; 131342; 131369,,Lukavac; Lukavac; Lukavac
10626|ljubuski,10626,0,35,,132063; 132071; 132080,,Ljubuski; Ljubuski; Ljubuski
10634|maglaj,10634,0,40,,132446; 132454; 132462,,Maglaj; Maglaj; Maglaj
10685|neum,10685,0,27,,134333; 134341; 134350,,Neum; Neum; Neum
10715|olovo,10715,0,45,,135402; 135429; 135437,,Olovo; Olovo; Olovo
1073063|boljanic,1073063,1,0,1073063:5,,Boljanić,
1073063|bozinci donji,1073063,1,0,1073063:6,,Božinci Donji,
1073063|brestovo,1073063,1,0,1073063:7,,Brestovo,
1073063|brezici,1073063,1,0,1073063:8,,Brezici,
1073063|brusnica,1073063,1,0,1073063:9,,Brusnica,
1073063|bukovac,1073063,1,0,1073063:10,,Bukovac,
1073063|bukovica mala,1073063,1,0,1073063:11,,Bukovica Mala,
1073063|bukovica velika,1073063,1,0,1073063:12,,Bukovica Velika,
1073063|busletic,1073063,1,0,1073063:13,,Bušletić,
1073063|cajre,1073063,1,0,1073063:16,,Čajre,
1073063|cerovica,1073063,1,0,1073063:14,,Cerovica,
1073063|civcije bukovicke,1073063,1,0,1073063:17,,Čivčije Bukovičke,
1073063|civcije osjecanske,1073063,1,0,1073063:18,,Čivčije Osječanske,
1073063|cvrtkovci,1073063,1,0,1073063:15,,Cvrtkovci,
1073063|doboj,1073063,1,0,1073063:19,,Doboj,
1073063|donja paklenica,1073063,1,0,1073063:20,,Donja Paklenica,
1073063|donji rakovac,1073063,1,0,1073063:21,,Donji Rakovac,
1073063|dragalovci,1073063,1,0,1073063:22,,Dragalovci,
1073063|foca,1073063,1,0,1073063:23,,Foča,
1073063|glogovica,1073063,1,0,1073063:24,,Glogovica,
1073063|gornja me e a,1073063,1,0,1073063:25,,Gornja Međeđa,
1073063|gornja paklenica,1073063,1,0,1073063:26,,Gornja Paklenica,
1073063|grabovica,1073063,1,0,1073063:27,,Grabovica,
1073063|grapska donja,1073063,1,0,1073063:28,,Grapska Donja,
1073063|grapska gornja,1073063,1,0,1073063:29,,Grapska Gornja,
1073063|jelanjska,1073063,1,0,1073063:30,,Jelanjska,
1073063|johovac,1073063,1,0,1073063:31,,Johovac,
1073063|kladari,1073063,1,0,1073063:32,,Kladari,
1073063|komarica,1073063,1,0,1073063:33,,Komarica,
1073063|kostajnica,1073063,1,0,1073063:34,,Kostajnica,
1073063|kotorsko,1073063,1,0,1073063:35,,Kotorsko,
1073063|kozuhe,1073063,1,0,1073063:36,,Kožuhe,
1073063|lipac,1073063,1,0,1073063:37,,Lipac,
1073063|lukavica rijeka,1073063,1,0,1073063:38,,Lukavica Rijeka,
1073063|ljeb,1073063,1,0,1073063:39,,Ljeb,
1073063|ljeskove vode,1073063,1,0,1073063:40,,Ljeskove Vode,
1073063|majevac,1073063,1,0,1073063:41,,Majevac,
1073063|makljenovac,1073063,1,0,1073063:42,,Makljenovac,
1073063|miljanovci,1073063,1,0,1073063:43,,Miljanovci,
1073063|miljkovac,1073063,1,0,1073063:44,,Miljkovac,
1073063|mitrovici,1073063,1,0,1073063:45,,Mitrovići,
1073063|naseljeno mjesto,1073063,1,0,1073063:4,,Naseljeno mjesto,
1073063|omanjska,1073063,1,0,1073063:46,,Omanjska,
1073063|opsine,1073063,1,0,1073063:47,,Opsine,
1073063|osjecani donji,1073063,1,0,1073063:48,,Osječani Donji,
1073063|osjecani gornji,1073063,1,0,1073063:49,,Osječani Gornji,
1073063|osojnica,1073063,1,0,1073063:50,,Osojnica,
1073063|osredak,1073063,1,0,1073063:51,,Osredak,
1073063|ostruznja donja,1073063,1,0,1073063:52,,Ostružnja Donja,
1073063|ostruznja gornja,1073063,1,0,1073063:53,,Ostružnja Gornja,
1073063|paleznica donja,1073063,1,0,1073063:54,,Paležnica Donja,
1073063|paleznica gornja,1073063,1,0,1073063:55,,Paležnica Gornja,
1073063|plocnik,1073063,1,0,1073063:56,,Pločnik,
1073063|podnovlje,1073063,1,0,1073063:57,,Podnovlje,
1073063|porjecje,1073063,1,0,1073063:58,,Porječje,
1073063|potocani,1073063,1,0,1073063:59,,Potočani,
1073063|pridjel donji,1073063,1,0,1073063:60,,Pridjel Donji,
1073063|pridjel gornji,1073063,1,0,1073063:61,,Pridjel Gornji,
1073063|prisade,1073063,1,0,1073063:62,,Prisade,
1073063|prnjavor mali,1073063,1,0,1073063:63,,Prnjavor Mali,
1073063|prnjavor veliki,1073063,1,0,1073063:64,,Prnjavor Veliki,
1073063|radnja donja,1073063,1,0,1073063:65,,Radnja Donja,
1073063|raskovci,1073063,1,0,1073063:66,,Raškovci,
1073063|ritesic,1073063,1,0,1073063:67,,Ritešić,
1073063|rjecica donja,1073063,1,0,1073063:68,,Rječica Donja,
1073063|rjecica gornja,1073063,1,0,1073063:69,,Rječica Gornja,
1073063|sevarlije,1073063,1,0,1073063:80,,Ševarlije,
1073063|sjenina,1073063,1,0,1073063:70,,Sjenina,
1073063|sjenina rijeka,1073063,1,0,1073063:71,,Sjenina Rijeka,
1073063|skipovac donji,1073063,1,0,1073063:72,,Skipovac Donji,
1073063|skipovac gornji,1073063,1,0,1073063:73,,Skipovac Gornji,
1073063|stanari,1073063,1,0,1073063:74,,Stanari,
1073063|stanic rijeka,1073063,1,0,1073063:75,,Stanić Rijeka,
1073063|stanovi,1073063,1,0,1073063:76,,Stanovi,
1073063|strijezevica,1073063,1,0,1073063:77,,Striježevica,
1073063|suho polje,1073063,1,0,1073063:78,,Suho Polje,
1073063|svjetlica,1073063,1,0,1073063:79,,Svjetliča,
1073063|tekucica,1073063,1,0,1073063:81,,Tekućica,
1073063|tisovac,1073063,1,0,1073063:82,,Tisovac,
1073063|trbuk,1073063,1,0,1073063:83,,Trbuk,
1073063|trnjani,1073063,1,0,1073063:84,,Trnjani,
1073063|vranduk,1073063,1,0,1073063:85,,Vranduk,
1073063|zarjeca,1073063,1,0,1073063:86,,Zarječa,
1073063|zelinja gornja,1073063,1,0,1073063:87,,Zelinja Gornja,
10731|posusje,10731,0,20,,136069; 136077; 136085,,Posusje; Posusje; Posusje
10766|prozor,10766,0,56,,137740; 137758; 137766,,Prozor; Prozor; Prozor
10774|novi travnik,10774,0,52,,138371; 138380; 138398,,Novi Travnik; Novi Travnik; Novi Travnik
1080479|argud,1080479,1,0,1080479:5,,Argud,
1080479|bale,1080479,1,0,1080479:6,,Bale,
1080479|bare,1080479,1,0,1080479:7,,Bare,
1080479|barmis,1080479,1,0,1080479:8,,Barmiš,
1080479|bijela,1080479,1,0,1080479:9,,Bijela,
1080479|bjelovcina,1080479,1,0,1080479:10,,Bjelovčina,
1080479|blace,1080479,1,0,1080479:11,,Blace,
1080479|blucici,1080479,1,0,1080479:12,,Blučići,
1080479|borci,1080479,1,0,1080479:13,,Borci,
1080479|bozdarevici,1080479,1,0,1080479:14,,Boždarevići,
1080479|br ani,1080479,1,0,1080479:17,,Brđani,
1080479|bradina,1080479,1,0,1080479:15,,Bradina,
1080479|brda,1080479,1,0,1080479:16,,Brda,
1080479|budisnja ravan,1080479,1,0,1080479:18,,Budišnja Ravan,
1080479|bukovica,1080479,1,0,1080479:19,,Bukovica,
1080479|bukovlje,1080479,1,0,1080479:20,,Bukovlje,
1080479|bulatovici,1080479,1,0,1080479:21,,Bulatovići,
1080479|buscak,1080479,1,0,1080479:22,,Bušćak,
1080479|buturovic polje,1080479,1,0,1080479:23,,Buturović Polje,
1080479|celebici,1080479,1,0,1080479:26,,Čelebići,
1080479|celina,1080479,1,0,1080479:27,,Čelina,
1080479|cerici,1080479,1,0,1080479:24,,Cerići,
1080479|cesim,1080479,1,0,1080479:28,,Česim,
1080479|cestaljevo,1080479,1,0,1080479:29,,Čestaljevo,
1080479|cicevo,1080479,1,0,1080479:30,,Čičevo,
1080479|crni vrh,1080479,1,0,1080479:25,,Crni Vrh,
1080479|cuhovici,1080479,1,0,1080479:31,,Čuhovići,
1080479|dobricevici,1080479,1,0,1080479:32,,Dobričevići,
1080479|dolovi,1080479,1,0,1080479:33,,Dolovi,
